feature,importance,user_id
sleep_change_2d,0.045425828063688806,12
screen_per_sleep,0.0,12
academic_per_sleep,0.13667223289969105,12
sleep_x_academic,0.0,12
screen_x_academic,0.735808405386455,12
sleep_debt_7d,0.0,12
sleep_efficiency,0.0,12
weekend_streak,0.0,12
is_weekend,0.0,12
is_exam_period,0.0,12
seasonal_stress,0.0,12
sleep_hours,0.0,13
screen_time_minutes,0.0,13
academic_load_score,0.0,13
mood_score,0.0,13
sleep_3d_avg,0.1093003961429375,13
screen_3d_avg,0.0,13
academic_3d_avg,0.0,13
sleep_7d_avg,0.0,13
screen_7d_avg,0.0,13
sleep_14d_avg,0.0,13
sleep_7d_std,0.0,13
screen_7d_std,0.0,13
sleep_lag1,0.0,13
screen_lag1,0.0,13
mood_lag1,0.0,13
sleep_lag2,0.0,13
screen_lag2,0.0,13
sleep_change,0.0,13
screen_change,0.0,13
sleep_change_2d,0.0,13
screen_per_sleep,0.0,13
academic_per_sleep,0.0,13
sleep_x_academic,0.0,13
screen_x_academic,0.7286945090713197,13
sleep_debt_7d,0.0,13
sleep_efficiency,0.16200509478574274,13
weekend_streak,0.0,13
is_weekend,0.0,13
is_exam_period,0.0,13
seasonal_stress,0.0,13
sleep_hours,0.0,14
screen_time_minutes,0.0,14
academic_load_score,0.0,14
mood_score,0.0,14
sleep_3d_avg,0.0,14
screen_3d_avg,0.0,14
academic_3d_avg,0.0,14
sleep_7d_avg,0.0,14
screen_7d_avg,0.0,14
sleep_14d_avg,0.0,14
sleep_7d_std,0.0,14
screen_7d_std,0.0,14
sleep_lag1,0.04635079352857946,14
screen_lag1,0.0,14
mood_lag1,0.0,14
sleep_lag2,0.0,14
screen_lag2,0.02593319499773279,14
sleep_change,0.034022043169030534,14
screen_change,0.0,14
sleep_change_2d,0.0,14
screen_per_sleep,0.5655391095584025,14
academic_per_sleep,0.14855434808303522,14
sleep_x_academic,0.0,14
screen_x_academic,0.1796005106632196,14
sleep_debt_7d,0.0,14
sleep_efficiency,0.0,14
weekend_streak,0.0,14
is_weekend,0.0,14
is_exam_period,0.0,14
seasonal_stress,0.0,14
sleep_hours,0.0,15
screen_time_minutes,0.10315547590490406,15
academic_load_score,0.0,15
mood_score,0.02746120685820042,15
sleep_3d_avg,0.0,15
screen_3d_avg,0.0,15
academic_3d_avg,0.0,15
sleep_7d_avg,0.0,15
screen_7d_avg,0.0,15
sleep_14d_avg,0.0,15
sleep_7d_std,0.0,15
screen_7d_std,0.03923806733323306,15
sleep_lag1,0.0,15
screen_lag1,0.0,15
mood_lag1,0.0,15
sleep_lag2,0.0,15
screen_lag2,0.0,15
sleep_change,0.0,15
screen_change,0.0,15
sleep_change_2d,0.0,15
screen_per_sleep,0.032321812791223745,15
academic_per_sleep,0.6647857412580709,15
sleep_x_academic,0.0,15
screen_x_academic,0.03120667529692575,15
sleep_debt_7d,0.10183102055744206,15
sleep_efficiency,0.0,15
weekend_streak,0.0,15
is_weekend,0.0,15
is_exam_period,0.0,15
seasonal_stress,0.0,15
sleep_hours,0.11162400326301133,16
screen_time_minutes,0.0,16
academic_load_score,0.0,16
mood_score,0.0,16
sleep_3d_avg,0.0,16
screen_3d_avg,0.0,16
academic_3d_avg,0.0631589079185185,16
sleep_7d_avg,0.0,16
screen_7d_avg,0.0,16
sleep_14d_avg,0.024343867836850285,16
sleep_7d_std,0.0,16
screen_7d_std,0.0,16
sleep_lag1,0.0,16
screen_lag1,0.0,16
mood_lag1,0.0,16
sleep_lag2,0.0,16
screen_lag2,0.0,16
sleep_change,0.0,16
screen_change,0.0,16
sleep_change_2d,0.0,16
screen_per_sleep,0.0,16
academic_per_sleep,0.0,16
sleep_x_academic,0.0,16
screen_x_academic,0.6172821655482124,16
sleep_debt_7d,0.0,16
sleep_efficiency,0.0,16
weekend_streak,0.0,16
is_weekend,0.0,16
is_exam_period,0.18359105543340748,16
seasonal_stress,0.0,16
sleep_hours,0.0,17
screen_time_minutes,0.06358769820022032,17
academic_load_score,0.03724918747787373,17
mood_score,0.0,17
sleep_3d_avg,0.0,17
screen_3d_avg,0.0,17
academic_3d_avg,0.04748140872279387,17
sleep_7d_avg,0.0,17
screen_7d_avg,0.0,17
sleep_14d_avg,0.0,17
sleep_7d_std,0.0522909227171565,17
screen_7d_std,0.0,17
sleep_lag1,0.027410417495627837,17
screen_lag1,0.0,17
mood_lag1,0.0,17
sleep_lag2,0.0,17
screen_lag2,0.0,17
sleep_change,0.0,17
screen_change,0.0,17
sleep_change_2d,0.0,17
screen_per_sleep,0.0,17
academic_per_sleep,0.6396228721423325,17
sleep_x_academic,0.0,17
screen_x_academic,0.0,17
sleep_debt_7d,0.0,17
sleep_efficiency,0.0,17
weekend_streak,0.0,17
is_weekend,0.0,17
is_exam_period,0.13235749324399523,17
seasonal_stress,0.0,17
sleep_hours,0.0,18
screen_time_minutes,0.0,18
academic_load_score,0.0,18
mood_score,0.0,18
sleep_3d_avg,0.0,18
screen_3d_avg,0.0,18
academic_3d_avg,0.0,18
sleep_7d_avg,0.0,18
screen_7d_avg,0.04931192112236465,18
sleep_14d_avg,0.08378681798812565,18
sleep_7d_std,0.0,18
screen_7d_std,0.0,18
sleep_lag1,1.7312158119356373e-16,18
screen_lag1,0.0,18
mood_lag1,0.0411482648601175,18
sleep_lag2,0.0,18
screen_lag2,0.0,18
sleep_change,0.013894120034463279,18
screen_change,0.06631414418892292,18
sleep_change_2d,0.0,18
screen_per_sleep,0.2280563892966346,18
academic_per_sleep,0.4129421132843549,18
sleep_x_academic,0.029055487761436946,18
screen_x_academic,0.0754907414635793,18
sleep_debt_7d,0.0,18
sleep_efficiency,0.0,18
weekend_streak,0.0,18
is_weekend,0.0,18
is_exam_period,0.0,18
seasonal_stress,0.0,18
sleep_hours,0.0,19
screen_time_minutes,0.0,19
academic_load_score,0.0,19
mood_score,0.0,19
sleep_3d_avg,0.0,19
screen_3d_avg,0.0,19
academic_3d_avg,0.0,19
sleep_7d_avg,0.0,19
screen_7d_avg,0.0,19
sleep_14d_avg,0.0,19
sleep_7d_std,0.0,19
screen_7d_std,0.0,19
sleep_lag1,0.0,19
screen_lag1,0.0,19
mood_lag1,0.0,19
sleep_lag2,0.0,19
screen_lag2,0.0,19
sleep_change,0.0,19
screen_change,0.0,19
sleep_change_2d,0.0,19
screen_per_sleep,0.15187766702172412,19
academic_per_sleep,0.6135063842519902,19
sleep_x_academic,0.0,19
screen_x_academic,0.0,19
sleep_debt_7d,0.0,19
sleep_efficiency,0.2346159487262856,19
weekend_streak,0.0,19
is_weekend,0.0,19
is_exam_period,0.0,19
seasonal_stress,0.0,19
sleep_hours,0.0,20
screen_time_minutes,0.0,20
academic_load_score,0.0,20
mood_score,0.0,20
sleep_3d_avg,0.0,20
screen_3d_avg,0.008428222793797034,20
academic_3d_avg,0.05381230998242539,20
sleep_7d_avg,0.0,20
screen_7d_avg,0.01988854897633457,20
sleep_14d_avg,0.010209299570905913,20
sleep_7d_std,0.0,20
screen_7d_std,0.0,20
sleep_lag1,0.0,20
screen_lag1,0.0,20
mood_lag1,0.0,20
sleep_lag2,0.0,20
screen_lag2,0.002278394188368785,20
sleep_change,0.0,20
screen_change,0.0,20
sleep_change_2d,0.0,20
screen_per_sleep,0.0,20
academic_per_sleep,0.7405137268196685,20
sleep_x_academic,0.0,20
screen_x_academic,0.026338440705114582,20
sleep_debt_7d,0.0,20
sleep_efficiency,0.024014756829825682,20
weekend_streak,0.0,20
is_weekend,0.0,20
is_exam_period,0.11451630013355955,20
seasonal_stress,0.0,20
sleep_hours,0.0,21
screen_time_minutes,0.0,21
academic_load_score,0.0,21
mood_score,0.0,21
sleep_3d_avg,0.0,21
screen_3d_avg,0.0,21
academic_3d_avg,0.0,21
sleep_7d_avg,0.0,21
screen_7d_avg,0.0,21
sleep_14d_avg,0.0,21
sleep_7d_std,0.0,21
screen_7d_std,0.0,21
sleep_lag1,0.0,21
screen_lag1,0.0,21
mood_lag1,0.0,21
sleep_lag2,0.0,21
screen_lag2,0.0,21
sleep_change,0.0,21
screen_change,0.0,21
sleep_change_2d,0.0,21
screen_per_sleep,0.06516743055760915,21
academic_per_sleep,0.7914121728104035,21
sleep_x_academic,0.0,21
screen_x_academic,0.14342039663198727,21
sleep_debt_7d,0.0,21
sleep_efficiency,0.0,21
weekend_streak,0.0,21
is_weekend,0.0,21
is_exam_period,0.0,21
seasonal_stress,0.0,21
sleep_hours,0.0,22
screen_time_minutes,0.0,22
academic_load_score,0.0,22
mood_score,0.0,22
sleep_3d_avg,0.0,22
screen_3d_avg,0.0,22
academic_3d_avg,0.0,22
sleep_7d_avg,0.0,22
screen_7d_avg,0.0,22
sleep_14d_avg,0.0,22
sleep_7d_std,0.0,22
screen_7d_std,0.0,22
sleep_lag1,0.012517361601472031,22
screen_lag1,0.0,22
mood_lag1,0.0,22
sleep_lag2,0.0,22
screen_lag2,0.0,22
sleep_change,0.0,22
screen_change,0.046596158488380376,22
sleep_change_2d,0.04642838016065293,22
screen_per_sleep,0.7683335053589483,22
academic_per_sleep,0.014650446421443952,22
sleep_x_academic,0.0,22
screen_x_academic,0.0,22
sleep_debt_7d,0.0,22
sleep_efficiency,0.1114741479691024,22
weekend_streak,0.0,22
is_weekend,0.0,22
is_exam_period,0.0,22
seasonal_stress,0.0,22
sleep_hours,0.0,23
screen_time_minutes,0.009456648725184761,23
academic_load_score,0.8203017876711718,23
mood_score,0.0,23
sleep_3d_avg,0.0,23
screen_3d_avg,0.0,23
academic_3d_avg,0.0,23
sleep_7d_avg,0.0,23
screen_7d_avg,0.0,23
sleep_14d_avg,0.0,23
sleep_7d_std,0.0,23
screen_7d_std,0.0,23
sleep_lag1,0.0,23
screen_lag1,0.0,23
mood_lag1,0.0,23
sleep_lag2,0.0,23
screen_lag2,0.0,23
sleep_change,0.0,23
screen_change,0.0,23
sleep_change_2d,0.0,23
screen_per_sleep,0.0,23
academic_per_sleep,0.0,23
sleep_x_academic,0.02769534690646988,23
screen_x_academic,0.0,23
sleep_debt_7d,0.0,23
sleep_efficiency,0.14254621669717352,23
weekend_streak,0.0,23
is_weekend,0.0,23
is_exam_period,0.0,23
seasonal_stress,0.0,23
sleep_hours,0.0,24
screen_time_minutes,0.0,24
academic_load_score,0.0,24
mood_score,0.0,24
sleep_3d_avg,0.0,24
screen_3d_avg,0.05996196708202715,24
academic_3d_avg,0.0,24
sleep_7d_avg,0.0,24
screen_7d_avg,0.0,24
sleep_14d_avg,0.0,24
sleep_7d_std,0.0276123885777854,24
screen_7d_std,0.0,24
sleep_lag1,0.0,24
screen_lag1,0.0,24
mood_lag1,0.0,24
sleep_lag2,0.0,24
screen_lag2,0.0,24
sleep_change,0.0,24
screen_change,0.0,24
sleep_change_2d,0.0,24
screen_per_sleep,0.07687615676804914,24
academic_per_sleep,0.03587726415254803,24
sleep_x_academic,0.0,24
screen_x_academic,0.6516670178157317,24
sleep_debt_7d,0.0,24
sleep_efficiency,0.0,24
weekend_streak,0.0,24
is_weekend,0.0,24
is_exam_period,0.1480052056038586,24
seasonal_stress,0.0,24
sleep_hours,0.0,25
screen_time_minutes,0.08184806291590768,25
academic_load_score,0.0,25
mood_score,0.0,25
sleep_3d_avg,0.0,25
screen_3d_avg,0.03558681613907155,25
academic_3d_avg,0.0,25
sleep_7d_avg,0.0,25
screen_7d_avg,0.0,25
sleep_14d_avg,0.0,25
sleep_7d_std,0.0,25
screen_7d_std,0.0,25
sleep_lag1,0.0,25
screen_lag1,0.0,25
mood_lag1,0.0,25
sleep_lag2,0.0,25
screen_lag2,0.0,25
sleep_change,0.0,25
screen_change,0.0,25
sleep_change_2d,0.0,25
screen_per_sleep,0.08190488609925319,25
academic_per_sleep,0.8006602348457675,25
sleep_x_academic,0.0,25
screen_x_academic,0.0,25
sleep_debt_7d,0.0,25
sleep_efficiency,0.0,25
weekend_streak,0.0,25
is_weekend,0.0,25
is_exam_period,0.0,25
seasonal_stress,0.0,25
sleep_hours,0.0,26
screen_time_minutes,0.061946674063939146,26
academic_load_score,0.0,26
mood_score,0.0,26
sleep_3d_avg,0.0,26
screen_3d_avg,0.0,26
academic_3d_avg,0.09428366226138339,26
sleep_7d_avg,0.0,26
screen_7d_avg,0.0,26
sleep_14d_avg,0.0,26
sleep_7d_std,0.0,26
screen_7d_std,0.0,26
sleep_lag1,0.0,26
screen_lag1,0.0,26
mood_lag1,0.0,26
sleep_lag2,0.0,26
screen_lag2,0.0,26
sleep_change,0.0,26
screen_change,0.0,26
sleep_change_2d,0.0,26
screen_per_sleep,0.0,26
academic_per_sleep,0.700365958328802,26
sleep_x_academic,0.0,26
screen_x_academic,0.0,26
sleep_debt_7d,0.14340370534587543,26
sleep_efficiency,0.0,26
weekend_streak,0.0,26
is_weekend,0.0,26
is_exam_period,0.0,26
seasonal_stress,0.0,26
sleep_hours,0.0,27
screen_time_minutes,0.04143336228180703,27
academic_load_score,0.0,27
mood_score,0.0,27
sleep_3d_avg,0.0,27
screen_3d_avg,0.0,27
academic_3d_avg,0.0,27
sleep_7d_avg,0.0,27
screen_7d_avg,0.0,27
sleep_14d_avg,0.05608868325342013,27
sleep_7d_std,0.0,27
screen_7d_std,0.0,27
sleep_lag1,0.04268133887788064,27
screen_lag1,0.0,27
mood_lag1,0.0,27
sleep_lag2,0.0,27
screen_lag2,0.0,27
sleep_change,0.0,27
screen_change,0.06697057277183927,27
sleep_change_2d,0.0,27
screen_per_sleep,0.14931411489817775,27
academic_per_sleep,0.0,27
sleep_x_academic,0.0,27
screen_x_academic,0.49484623747018014,27
sleep_debt_7d,0.0,27
sleep_efficiency,0.03206268713125977,27
weekend_streak,0.0,27
is_weekend,0.0,27
is_exam_period,0.08690334545903847,27
seasonal_stress,0.029699657856396992,27
sleep_hours,0.0,28
screen_time_minutes,0.05199560970674064,28
academic_load_score,0.09226184652908946,28
mood_score,0.0,28
sleep_3d_avg,0.0,28
screen_3d_avg,0.0,28
academic_3d_avg,0.0,28
sleep_7d_avg,0.0,28
screen_7d_avg,0.0,28
sleep_14d_avg,0.0,28
sleep_7d_std,0.0,28
screen_7d_std,0.0,28
sleep_lag1,0.0,28
screen_lag1,0.0,28
mood_lag1,0.0,28
sleep_lag2,0.0,28
screen_lag2,0.0,28
sleep_change,0.0,28
screen_change,0.0,28
sleep_change_2d,0.0,28
screen_per_sleep,0.2823243713553304,28
academic_per_sleep,0.0,28
sleep_x_academic,0.0,28
screen_x_academic,0.5734181724088395,28
sleep_debt_7d,0.0,28
sleep_efficiency,0.0,28
weekend_streak,0.0,28
is_weekend,0.0,28
is_exam_period,0.0,28
seasonal_stress,0.0,28
sleep_hours,0.03586679498858028,29
screen_time_minutes,0.05777521961904167,29
academic_load_score,0.011589883001479942,29
mood_score,0.0,29
sleep_3d_avg,0.0,29
screen_3d_avg,0.0,29
academic_3d_avg,0.022871273797000498,29
sleep_7d_avg,0.0,29
screen_7d_avg,0.0,29
sleep_14d_avg,0.0067320110885704535,29
sleep_7d_std,0.0,29
screen_7d_std,0.026279385875448723,29
sleep_lag1,0.009451101599710587,29
screen_lag1,0.0,29
mood_lag1,0.0,29
sleep_lag2,0.0,29
screen_lag2,0.006016452482213774,29
sleep_change,0.0,29
screen_change,0.020766519141301922,29
sleep_change_2d,0.0,29
screen_per_sleep,0.0,29
academic_per_sleep,0.11224530324349766,29
sleep_x_academic,0.0,29
screen_x_academic,0.6904060551631545,29
sleep_debt_7d,0.0,29
sleep_efficiency,0.0,29
weekend_streak,0.0,29
is_weekend,0.0,29
is_exam_period,0.0,29
seasonal_stress,0.0,29
sleep_hours,0.0,30
screen_time_minutes,0.0793840363418837,30
academic_load_score,0.02143602906214518,30
mood_score,0.0,30
sleep_3d_avg,0.0,30
screen_3d_avg,0.0,30
academic_3d_avg,0.056750354154160666,30
sleep_7d_avg,0.0,30
screen_7d_avg,0.0,30
sleep_14d_avg,0.0,30
sleep_7d_std,0.0,30
screen_7d_std,0.0,30
sleep_lag1,0.0,30
screen_lag1,0.0,30
mood_lag1,0.0,30
sleep_lag2,0.0,30
screen_lag2,0.0,30
sleep_change,0.0,30
screen_change,0.04369761362206141,30
sleep_change_2d,0.0,30
screen_per_sleep,0.02813822278960458,30
academic_per_sleep,0.4947850981337393,30
sleep_x_academic,0.0,30
screen_x_academic,0.2377779395798631,30
sleep_debt_7d,0.03803070631654211,30
sleep_efficiency,0.0,30
weekend_streak,0.0,30
is_weekend,0.0,30
is_exam_period,0.0,30
seasonal_stress,0.0,30
sleep_hours,0.0,31
screen_time_minutes,0.0,31
academic_load_score,0.1746717496079708,31
mood_score,0.0,31
sleep_3d_avg,0.0,31
screen_3d_avg,0.0,31
academic_3d_avg,0.0,31
sleep_7d_avg,0.0,31
screen_7d_avg,0.0,31
sleep_14d_avg,0.0,31
sleep_7d_std,0.0,31
screen_7d_std,0.0,31
sleep_lag1,0.0,31
screen_lag1,0.0,31
mood_lag1,0.03429551191080352,31
sleep_lag2,0.0,31
screen_lag2,0.028163866170314043,31
sleep_change,0.0,31
screen_change,0.0,31
sleep_change_2d,0.0,31
screen_per_sleep,0.42689318215140326,31
academic_per_sleep,0.0,31
sleep_x_academic,0.01779003824344054,31
screen_x_academic,0.0,31
sleep_debt_7d,0.10401020449973707,31
sleep_efficiency,0.12964715252049488,31
weekend_streak,0.0,31
is_weekend,0.0,31
is_exam_period,0.08452829489583576,31
